idpm;ih;latitud;longitud
5504;535.0;39,435795332966;-0,39468641255548
5503;377.0;39,4358838721955;-0,395100851199356
5501;471.0;39,4361189428472;-0,397389366272636
5502;265.0;39,4361329391657;-0,397170337890562
4326;546.0;39,4418006167664;-0,371862969996983
4116;5711.0;39,4422783522805;-0,391900950635733
4117;3758.0;39,4423811933534;-0,391642625485116
4329;1948.0;39,4444246976028;-0,374701238096703
4330;1558.0;39,4444714627792;-0,371157855387767
4315;1078.0;39,4447374758947;-0,379955425396479
4328;2154.0;39,4448345237711;-0,378653492088029
4316;1351.0;39,4448966082644;-0,380076537628466
4304;14047.0;39,4448990768965;-0,368856283744215
4317;;39,4449122750823;-0,379588605606448
4318;;39,4449178326299;-0,379305666907083
4109;4726.0;39,4449800928165;-0,386890188327959
4302;4335.0;39,4450627054742;-0,370988302239846
4322;3235.0;39,4451235865399;-0,371110953098038
4327;2230.0;39,445132548106;-0,378702766234427
4303;18526.0;39,4451710648367;-0,369068526645679
4313;6136.0;39,4452824709044;-0,37817224119679
4323;3465.0;39,4452862358136;-0,370986863138701
4324;6372.0;39,4454341403423;-0,378311884141514
4325;7687.0;39,4456493588918;-0,381985232249736
4310;5727.0;39,4456672078951;-0,380548680313363
4107;4498.0;39,4457411713602;-0,386657096209108
4301;3607.0;39,4458499605512;-0,36999960737235
4319;411.0;39,4459987652212;-0,378776667476958
4122;6278.0;39,446111836262;-0,384591858224596
4312;1952.0;39,4463403397467;-0,380130625396509
4308;972.0;39,4463892489309;-0,367040077942476
4106;5637.0;39,4466070338015;-0,386785523972434
4309;6031.0;39,4468636145243;-0,366762400748639
4105;5051.0;39,4469626116598;-0,388900789866819
2327;2242.0;39,4470139717164;-0,380039750172136
4108;3801.0;39,4473110550934;-0,385978585512839
2326;2135.0;39,447314221333;-0,379889229939235
4306;940.0;39,447388596509;-0,367646212597964
4307;452.0;39,4474927217172;-0,367774358027411
4320;9719.0;39,4475847582639;-0,369190194183654
4104;5664.0;39,4475914397288;-0,390967726679303
4103;6777.0;39,4476291446665;-0,391791525423542
4305;6028.0;39,4476973575585;-0,365662166615778
4115;346.0;39,4477909589952;-0,387988338007639
2235;7265.0;39,4483085613272;-0,369637140928305
2233;3070.0;39,4483673597673;-0,369496930794481
