2020,2017
"19,4","15,6"
"20,6","17,2"
"22,5","16,7"
"24,4","18,4"
"26,2","22,0"
"22,3","19,2"
"19,9","18,6"
"20,6","19,0"
"21,0","20,2"
"20,7","21,7"
"19,8","22,2"
"20,3","23,6"
"21,3","23,3"
"22,2","20,2"
"19,1","22,1"
