2020,2017
"3,3","2,8"
"3,1","1,7"
"3,1","1,7"
"3,3","1,1"
"2,5","3,3"
"1,4","1,1"
"0,8","1,9"
"0,8","1,1"
"1,4","2,2"
"1,4","3,6"
"1,4","3,3"
"0,8","2,5"
"4,2","2,5"
"3,6","1,1"
"1,1","0,6"
