idpm;ih;latitud;longitud
530;1070.0;39,4582876620495;-0,37241649277582
3908;272.0;39,4583278647782;-0,348241211664204
518;529.0;39,4583894227902;-0,376656293934895
2443;;39,4584271436574;-0,397135404663415
505;294.0;39,4584507712462;-0,374943798653004
609;1024.0;39,4584743131544;-0,38390102232628
2414;;39,4585484316084;-0,40278529995597
2442;;39,4585501660989;-0,397896886768459
521;1553.0;39,4586395417666;-0,371806722869895
504;439.0;39,4586515940808;-0,377256086391459
511;67.0;39,4587012576078;-0,368733328073174
2435;;39,4587718160735;-0,39565084053951
2434;;39,4587753427793;-0,395931660002225
3128;999.0;39,4588098757296;-0,336339339522081
510;1031.0;39,4588549160467;-0,371072261090118
2406;789.0;39,4588592743192;-0,40151177646416
3926;1726.0;39,4588733057618;-0,343192864277149
528;295.0;39,4589445744182;-0,373766407350368
2437;;39,4590173275425;-0,397635311124603
3511;1129.0;39,4590375595807;-0,403298205642104
2439;;39,4590813824586;-0,398063923089483
2440;;39,4590908220115;-0,398667918231296
604;1506.0;39,4590957864071;-0,384512210826961
2413;1085.0;39,4591255883378;-0,402979835543275
3922;500.0;39,4591943244013;-0,340905087591115
1923;;39,4591954030435;-0,387337398944367
1902;558.0;39,4592154411881;-0,388528794009386
3905;2220.0;39,4592158511379;-0,34290740071153
3127;1070.0;39,459222385912;-0,333398900323186
3920;169.0;39,4592725825515;-0,347876984461526
3914;54.0;39,4593173289746;-0,340321593128347
3921;110.0;39,4593382751537;-0,347181124326226
2124;691.0;39,4593913744076;-0,353886380979714
427;133.0;39,4594035674081;-0,361097171245435
508;163.0;39,4594216737769;-0,371868320625478
727;913.0;39,4594487292142;-0,401012460797906
2436;;39,4594514358367;-0,397290102208697
527;318.0;39,4595537169721;-0,372341291281004
614;786.0;39,4595993219168;-0,383032927545826
726;624.0;39,4596590872661;-0,400618164042238
1920;;39,4596740956595;-0,386058526143475
3918;503.0;39,4597496168267;-0,350074078227484
3913;1674.0;39,4597762775868;-0,341743311765303
3927;219.0;39,459879465982;-0,348111821026217
532;331.0;39,4598855484581;-0,377759497279675
512;217.0;39,4598886024819;-0,369395259616325
3916;32.0;39,4599166946514;-0,340299718827635
416;703.0;39,4599864077813;-0,358879821738074
520;1547.0;39,4599910126231;-0,368597697587824
531;354.0;39,4599965312717;-0,378202475718071
509;264.0;39,4600029599886;-0,371250204529146
725;842.0;39,4600742318453;-0,400347055982677
3923;;39,4600754735094;-0,344518160424868
3901;497.0;39,4601382019986;-0,350887343837983
616;1307.0;39,4601741788754;-0,385285741285064
3114;72.0;39,4602519198486;-0,335498895537291
3917;99.0;39,460291523494;-0,340048255528371
517;186.0;39,4603027483507;-0,365756158731983
3509;2048.0;39,4603089334638;-0,404066040221672
514;2377.0;39,4603263007285;-0,367588404815989
3510;4.0;39,4603466026371;-0,403933894414732
3924;;39,4603792356455;-0,345721149603026
3931;;39,460393645823;-0,346830395821858
3513;33.0;39,4604906119596;-0,402711082462961
3915;;39,4604929475833;-0,340840577034869
3929;;39,4604957128812;-0,345438079393133
3512;2406.0;39,4605013808694;-0,403818023560494
3123;56.0;39,4605944712147;-0,333007430516166
537;156.0;39,4606016017902;-0,366153449791398
3909;132.0;39,4606127249904;-0,347966107594036
3130;617.0;39,4606833412872;-0,335064016032627
524;94.0;39,460753057109;-0,368732548413387
2127;906.0;39,4608271386156;-0,356241598326972
513;267.0;39,4608400552974;-0,369289280633401
519;1705.0;39,4608547524821;-0,366559894070371
422;511.0;39,4608742756694;-0,363801049909356
534;;39,4609353444813;-0,378279368667268
724;302.0;39,4609708117679;-0,399179031294409
3925;;39,4609744558807;-0,34821648764219
31126;;39,4609899124872;-0,331905840078029
2128;1075.0;39,4610107807517;-0,352970463619256
3118;;39,4610411289401;-0,339943765205257
3105;447.0;39,4610422675654;-0,331985726979405
618;741.0;39,4611109400329;-0,382618941382918
533;307.0;39,4611661863079;-0,378669566338268
2126;595.0;39,4612308882371;-0,355593535727355
620;603.0;39,4612941562977;-0,38765014353185
3111;;39,4613181640446;-0,337784943990505
3930;;39,4613391078719;-0,35014841246283
605;2314.0;39,4614191415174;-0,385988871620127
723;725.0;39,4614419826068;-0,398858183752651
1617;311.0;39,4615550797938;-0,341069317490128
3129;723.0;39,4615569539959;-0,338001026366197
1616;;39,4616065791662;-0,340844726958294
515;88.0;39,4616489164395;-0,365429169347762
417;653.0;39,4616674958817;-0,360324516102362
3514;;39,4616948751329;-0,404705101993075
426;634.0;39,4617327456734;-0,364461788384664
423;1107.0;39,4617392899819;-0,364238317865846
431;104.0;39,4617826921492;-0,359127803765545
2129;625.0;39,4617830810094;-0,352912144881528
721;93.0;39,4618324171415;-0,398980571650318
720;588.0;39,4618329422781;-0,398232486253141
705;149.0;39,4618385763756;-0,396198415228436
722;25.0;39,4618603342765;-0,398929394199307
430;143.0;39,4618767250198;-0,359110324389355
3116;40.0;39,4618868972669;-0,335596613591992
3928;441.0;39,4619199640598;-0,35133981111576
1618;;39,4619495305429;-0,341837735422724
2123;244.0;39,4619582270668;-0,357733810573864
3310;;39,4619702435031;-0,338248985318243
617;2964.0;39,4620003878104;-0,386581595582107
3117;58.0;39,4621108738027;-0,336170410866229
3311;1029.0;39,4621888813187;-0,338202763360611
1615;758.0;39,4622484514393;-0,340333657576524
429;270.0;39,4622943163707;-0,361577285030211
1619;292.0;39,4623368064351;-0,343177926066258
428;127.0;39,462342429991;-0,361145880028668
2122;846.0;39,462370282631;-0,358131395251369
706;318.0;39,4624266247302;-0,396944271352538
2130;193.0;39,4625033214396;-0,353171523772724
516;61.0;39,4625491611164;-0,366062523124897
3309;1084.0;39,4625661509216;-0,337514580342056
719;721.0;39,4625806467725;-0,397609130005497
407;270.0;39,4626256604064;-0,365063666807544
3507;1014.0;39,4627141102647;-0,405535935789396
424;623.0;39,4627221002466;-0,362132163901111
3508;;39,462777600967;-0,405421166564567
408;542.0;39,4628450307096;-0,364125591803495
434;1058.0;39,4628624552134;-0,361571321937414
3321;;39,4628834916737;-0,330053780006904
3319;;39,4629027138336;-0,331389960801912
1614;781.0;39,4629043933692;-0,342532883419571
704;519.0;39,4629997968797;-0,396992673116924
3318;;39,4630097235639;-0,332479816708962
3045;118.0;39,4630138678908;-0,328118660093282
3525;202.0;39,4630289312026;-0,411911694008777
325;273.0;39,463038605491;-0,378076160121994
3317;;39,4630604569416;-0,33371388274009
718;111.0;39,4630858175862;-0,397222144350875
3529;;39,4630913148594;-0,414679336455893
323;381.0;39,4631053623889;-0,377677346715833
3320;;39,4631090685279;-0,331511208053053
3528;;39,4631251393915;-0,414679978575212
708;109.0;39,4631446339747;-0,40071316904567
3316;;39,4631546402292;-0,333516637777381
402;66.0;39,463162493333;-0,367638455366537
3527;;39,4631701844543;-0,41468122802941
3044;129.0;39,4631767865719;-0,326623255302919
415;1215.0;39,4631783611128;-0,360502297703311
606;801.0;39,4632107773488;-0,38598716577894
328;2749.0;39,4632397188421;-0,377662933458739
1620;;39,4632436370323;-0,345498765854664
2131;;39,4632472331583;-0,355445477943171
3526;277.0;39,463250937562;-0,40731938976889
404;127.0;39,463259069933;-0,365283866807733
820;;39,463261777847;-0,389057467709419
3315;47.0;39,4632665403544;-0,335237806199783
332;817.0;39,4632994427155;-0,377702658553267
3523;265.0;39,4633128110759;-0,410314723759803
3314;;39,4633462264915;-0,334962573108936
3530;;39,4633467865334;-0,410317287467666
603;1489.0;39,4633908584794;-0,387386746282316
3308;889.0;39,4634143938553;-0,336910527778013
412;593.0;39,4634641824386;-0,360915624763475
3522;215.0;39,4634727106299;-0,406978279535677
733;133.0;39,4634977552185;-0,400958563355151
607;1370.0;39,4634995167167;-0,387658187916961
3313;;39,4635399340459;-0,336051819044224
737;753.0;39,4635653677664;-0,404470904448072
3323;;39,4635726102324;-0,329022095002366
2107;;39,4635958520995;-0,35215913860421
3524;;39,4636014488447;-0,410010449329182
3043;147.0;39,4636018834026;-0,324842074415153
409;303.0;39,463602957409;-0,362774246998019
1513;794.0;39,4636215195299;-0,359117485526132
730;;39,4636216850513;-0,399518611545841
717;670.0;39,4636280336708;-0,396482962500938
735;559.0;39,4636311943461;-0,4030747257576
3322;;39,4636613555763;-0,329835953238197
1613;838.0;39,463675354409;-0,345124085120482
736;438.0;39,4636986436843;-0,4038682808651
732;484.0;39,463727083731;-0,400574264104298
307;254.0;39,4637454799224;-0,372643473278997
3324;292.0;39,4637552142099;-0,328878501780193
405;124.0;39,4637708153595;-0,365496120398564
711;468.0;39,4637810215613;-0,399260425130147
619;95.0;39,463781129597;-0,384058328159052
1621;286.0;39,463802715582;-0,34654983126747
734;533.0;39,4638034029884;-0,401208551176795
710;466.0;39,4638586613575;-0,399912746413401
411;606.0;39,46391149697;-0,361332266439306
741;811.0;39,4639350283587;-0,395326290084963
728;416.0;39,4640043911485;-0,39651493122149
739;479.0;39,4640145414449;-0,393462307078534
731;176.0;39,4640204427274;-0,400771012784491
612;945.0;39,4640247367539;-0,381865991420626
701;265.0;39,4640895684799;-0,394433803293276
403;122.0;39,4641246298568;-0,365353204430361
2108;488.0;39,4641432586753;-0,35170397082676
740;312.0;39,4641575704037;-0,392576579466813
742;361.0;39,4641778748132;-0,389535041613798
326;1259.0;39,4641786810041;-0,375716572707975
320;2058.0;39,4642489949969;-0,375159307826997
743;301.0;39,4642535348899;-0,390120041788698
1612;626.0;39,4642586944674;-0,347090841951474
401;93.0;39,4642841604208;-0,368670370981947
322;137.0;39,4643423870113;-0,370227070140412
738;37.0;39,464372311593;-0,403530960383438
3516;;39,4643967756122;-0,405515046349773
3515;1186.0;39,4644038479536;-0,405392793740639
716;105.0;39,4644247210766;-0,393979653810048
1514;1247.0;39,4644343124226;-0,35773082513993
324;116.0;39,4644363707482;-0,377576034834221
1607;;39,4644409444952;-0,342056205490003
2137;330.0;39,4644852776147;-0,34885997445412
3004;273.0;39,4645267691317;-0,328743744415492
611;1376.0;39,4646045904273;-0,380973654360785
709;77.0;39,4646103510436;-0,400924913901602
3306;1144.0;39,4646713690889;-0,335858047779149
406;215.0;39,4646817694472;-0,364692050452765
829;265.0;39,4646899489768;-0,387925819524199
3505;1408.0;39,4647123182589;-0,406163971065257
308;136.0;39,4647263948387;-0,372142662407575
306;529.0;39,4647937362967;-0,373022125507814
2121;385.0;39,4649039544522;-0,350315344871428
3506;28.0;39,4649390599814;-0,407503920391993
2134;922.0;39,4649517919632;-0,349440738021731
2113;;39,4649897426133;-0,351593365903767
1528;680.0;39,4650619983577;-0,35755447942234
703;564.0;39,4650955482283;-0,394800683705821
3305;892.0;39,4651249446154;-0,335797667763457
714;61.0;39,4651409166398;-0,394363073345206
410;694.0;39,4651956110942;-0,362045852603467
702;325.0;39,465219732824;-0,393005620209674
309;25.0;39,4652774546483;-0,371927162605607
1524;375.0;39,465299243394;-0,359429531017224
3018;295.0;39,4653644591646;-0,329146435814225
1609;;39,4653743965261;-0,343196396728448
1608;;39,4654507399037;-0,342980601110191
3005;51.0;39,4654851901947;-0,328955763641563
304;1206.0;39,4655707745749;-0,372605391088135
1610;;39,465597226361;-0,344367320248546
3518;9.0;39,4656034426521;-0,404866839304372
801;493.0;39,4656040293322;-0,389190724622673
301;88.0;39,4656083585244;-0,365579287033619
802;;39,4656295665129;-0,389124833796067
310;1651.0;39,4656394155749;-0,371671264120742
822;;39,4656436576836;-0,389095622091286
3026;138.0;39,4657313257694;-0,324806219620763
302;683.0;39,4657373115086;-0,374198194486295
2513;1025.0;39,4657459961551;-0,383050318299682
803;493.0;39,46574826224;-0,389060875452862
3027;138.0;39,4657490556294;-0,324914653101272
830;256.0;39,4657966309387;-0,387003416626862
2135;419.0;39,465835747525;-0,353564334321546
707;92.0;39,4658734934196;-0,39454254944377
2133;997.0;39,4659709062082;-0,352857887504542
305;1123.0;39,4659854444924;-0,371620324785532
314;77.0;39,4660779274606;-0,368562914972797
3041;;39,4661150376072;-0,327826864636325
3006;248.0;39,4661164699743;-0,328511790814635
2120;2228.0;39,4661477853345;-0,350917942569109
810;1049.0;39,4661988902621;-0,385597325677558
2101;315.0;39,4662307034243;-0,355678192625351
713;653.0;39,4663279837153;-0,392144878517491
712;;39,466353540353;-0,392445128999312
3304;1090.0;39,4663645156717;-0,33516641879374
3517;1121.0;39,4664021901768;-0,405623238358182
2502;465.0;39,4664154170172;-0,382102469920281
303;94.0;39,4664303238975;-0,372698722207573
2501;1038.0;39,4664476829927;-0,382019528525339
818;665.0;39,4664584745499;-0,393319337759114
2132;947.0;39,4665231880867;-0,354710212317906
2512;949.0;39,4665319940841;-0,383115002555349
1540;241.0;39,4665477735431;-0,357043552339021
1515;1205.0;39,4665504100156;-0,356699604309409
2533;1021.0;39,466567724575;-0,382529825522036
1819;;39,4665872054587;-0,339558453846258
1811;105.0;39,4667252605406;-0,337750698636239
2119;2236.0;39,4667314720779;-0,350672126659259
3302;841.0;39,4667992208121;-0,335237799306421
1541;603.0;39,4668171694106;-0,356698837839951
312;2330.0;39,4668582298301;-0,369554828451197
824;917.0;39,4668585202205;-0,389324829087172
313;2869.0;39,4669075125112;-0,368662846686559
3503;1283.0;39,4669217619889;-0,406422209066498
3017;273.0;39,4669242788596;-0,328916839506456
3042;46.0;39,4669666669424;-0,327993669652971
108;544.0;39,4669983103991;-0,380690573515055
3009;;39,4670036189187;-0,32857940441201
1523;526.0;39,4670210695227;-0,360065001249262
413;453.0;39,4670264402791;-0,362814372694602
317;281.0;39,4670299675674;-0,366303657659927
1812;214.0;39,4670329038807;-0,339112227320737
3519;99.0;39,4670474219231;-0,404965149261591
3504;12.0;39,4670792194361;-0,406318506264171
816;;39,4670823695957;-0,392842134157363
3008;295.0;39,4671379278776;-0,328362206786885
2529;261.0;39,467177594814;-0,385874275445112
832;;39,4672209390231;-0,388546684940305
804;1616.0;39,4672457425192;-0,391357058740496
316;2674.0;39,4673759608734;-0,367560585382135
1813;175.0;39,4673887088662;-0,339988770191522
311;30.0;39,4673901563668;-0,370781882322435
1539;706.0;39,4673977661879;-0,357644789285271
2116;2710.0;39,4674664895214;-0,350592756709457
3028;50.0;39,4674680282664;-0,325972254880011
133;;39,4674882046603;-0,376615776796871
3521;;39,4675006304012;-0,40595180088993
3520;1301.0;39,4675045664485;-0,405839969011292
3010;48.0;39,4675252783569;-0,327207341344889
3029;;39,4676322656074;-0,328780810603357
1542;1026.0;39,4676339394724;-0,356164140132624
3303;1122.0;39,467649835584;-0,334928636899745
3031;102.0;39,4676931262518;-0,329520756288093
3012;;39,4676943928143;-0,328420006003293
3030;111.0;39,4677269480865;-0,329524809096741
202;2032.0;39,4677299411056;-0,373958600490882
3031;102.0;39,4677411670681;-0,330123252695759
1538;697.0;39,467745736203;-0,358850602443064
1808;185.0;39,4677482983095;-0,341557068737207
3030;111.0;39,4677531093061;-0,329421700973737
3301;824.0;39,4677660693216;-0,335080400485705
2536;989.0;39,4677759659997;-0,382980551998472
315;2506.0;39,4677937063087;-0,367344592864961
3033;;39,4678185313583;-0,33064666214026
109;;39,4678446510125;-0,376976353912844
3011;251.0;39,4678580947505;-0,328266583472931
3034;;39,4678596875839;-0,331464308761645
923;1196.0;39,4678795233246;-0,394914199637048
3035;126.0;39,4678841222246;-0,332361027116902
103;;39,4678904940029;-0,378251375732787
3035;126.0;39,4679015826669;-0,332572630011884
3036;122.0;39,4679157033443;-0,332336934762292
3036;122.0;39,4679374608866;-0,332318552701442
1809;201.0;39,4679658428259;-0,342022247148178
2117;2151.0;39,4680943821681;-0,35012611459545
1814;110.0;39,4681098293939;-0,338893163433692
2531;961.0;39,4681209215984;-0,38365029166046
805;367.0;39,4681934499175;-0,391035893644399
3032;;39,4682149955818;-0,33049561841706
3501;1352.0;39,4682806694372;-0,406517284250997
3025;178.0;39,4682815689348;-0,325505940134375
2114;83.0;39,4682958993794;-0,351886402416684
901;;39,4683034861251;-0,395312430878537
225;118.0;39,4683062278475;-0,370102010715272
806;331.0;39,4683164960828;-0,390897617776646
203;891.0;39,4683486243229;-0,373069093655623
105;2511.0;39,4683554975877;-0,380225430043049
318;2368.0;39,468376302327;-0,365186030626511
1815;109.0;39,468477281757;-0,338799690007492
106;553.0;39,4685171920095;-0,381398798110434
826;711.0;39,4685218028376;-0,391868673854208
921;1153.0;39,4685297641261;-0,399091622521013
3502;16.0;39,4685298909938;-0,406317510354766
3201;167.0;39,4685470112646;-0,324795191550624
924;1028.0;39,468654507218;-0,393459766461153
3016;236.0;39,4686768397349;-0,328660212755291
321;1331.0;39,4687737032062;-0,36372088016792
1508;509.0;39,4687747274096;-0,355736828060846
2532;954.0;39,4687818041294;-0,383691741633667
902;88.0;39,4687860974068;-0,399919584406736
3039;;39,4688230373491;-0,328295941091174
2027;2674.0;39,4688413008899;-0,350025467718883
112;;39,468857852053;-0,373868530480752
3312;;39,4689013734729;-0,334740021949705
3038;;39,4689247331245;-0,332279513035324
928;964.0;39,4689247892028;-0,400151161432251
1504;1024.0;39,4689276841429;-0,362135381753944
3013;233.0;39,4689403127594;-0,328107458840368
110;;39,4689498801955;-0,376932561714849
1817;;39,4690042357388;-0,338426619027883
131;1358.0;39,4690631565694;-0,381739627981851
903;25.0;39,4690813326803;-0,401545936699506
127;;39,4690906299706;-0,379170046911183
128;298.0;39,4690968375032;-0,38090152599948
132;697.0;39,4691187310575;-0,381703603808899
1505;1646.0;39,4691295212408;-0,35938860540859
111;;39,4691424195797;-0,375471922102008
113;33.0;39,46915416743;-0,373516055828201
1805;111.0;39,4691932735116;-0,34350981053911
3024;176.0;39,4692451592569;-0,32550901955262
327;395.0;39,4692834205135;-0,364326578837551
808;1113.0;39,4692969891721;-0,390366007563682
2028;2093.0;39,4692988693127;-0,349612851053121
2816;;39,4693656310296;-0,334826487623313
3202;10.0;39,4693900559343;-0,324961862463883
908;;39,4693921103652;-0,415989008445563
3023;18.0;39,4693993811308;-0,325972583591954
2036;254.0;39,4694142553093;-0,347102697644198
907;5506.0;39,4694204197332;-0,413784380930919
139;;39,4694698465289;-0,379571541264394
